,Created at,User ID,User Name,Text,Description,Location,Followers Count,Friends Count,Statuses Count,Profile Image Url
0,Sat Sep 24 10:14:43 +0000 2022,1573616915502845952,𝕾𝖍𝖆𝖜𝖓𝖞 𝕭 𝕭𝖆𝖞 𝕭𝖆𝖞,@KebabGazz there’s a few of them on Sky Sports that haven’t got a clue there was one during the transfer deadline d… https://t.co/v4G94ccB6h,QPR - Horror - Wrestling,Hayes,1708,1011,72261,http://pbs.twimg.com/profile_images/1572100554028875776/rxVNM1F__normal.jpg
1,Sat Sep 24 09:36:07 +0000 2022,1573607199540133893,Danny Hall,"⚔️ ""A lot of interest"" on deadline day
⚔️ Living in a hotel surrounded by suitcases
⚔️ Talks Brugge, #lfc interest… https://t.co/5sVP9BAoiL","Sheffield United writer, @SheffieldStar 📰 | Owner/publisher @VerticalEds Books 📖 | 4x Author 📚 | 3x sports writer of the year 🏆 | Views are my own","Sheffield, UK",11224,300,39851,http://pbs.twimg.com/profile_images/1389506232143261696/3Co4X5oc_normal.jpg
2,Sat Sep 24 08:33:52 +0000 2022,1573591536687890432,Gerry Mc Dermott,Victor Orta bestows Leeds forward Willy Gnonto with an encouraging label https://t.co/FWu817R7zz,"Leeds United biggest supporter, football fanatic, all round good guy & a Tesco Ireland employee!","Galway, Ireland",5145,5648,133626,http://pbs.twimg.com/profile_images/3312146777/e9b31826217264c67f2752ce12583ee0_normal.jpeg
3,Sat Sep 24 08:11:00 +0000 2022,1573585779208556544,Leeds United News,"Watch this space, says Victor Orta. #lufc 

https://t.co/9dtDOvouWI",Subscribe to @LeedsNews for unlimited access to all the biggest news and sports stories in Leeds with 70% fewer ads: https://t.co/ktmTJXqcLX,"Leeds, England",41381,306,34713,http://pbs.twimg.com/profile_images/1389355963749126151/V6r9x509_normal.jpg
4,Sat Sep 24 07:35:53 +0000 2022,1573576944402436097,.,@FUCKUTR0LL @sydneyswans Definitely didn’t have a major headloss on deadline day and tell the chairman of my footba… https://t.co/N7vD3Yxn1j,Palarse,,118,238,308,http://pbs.twimg.com/profile_images/1573288588867149831/c5neGTl5_normal.jpg
5,Sat Sep 24 07:10:00 +0000 2022,1573570428026716161,Leeds United News,"Victor Orta hoping Willy Gnonto can be something of a surprise package at #LUFC. 

https://t.co/9dtDOv6U5a",Subscribe to @LeedsNews for unlimited access to all the biggest news and sports stories in Leeds with 70% fewer ads: https://t.co/ktmTJXqcLX,"Leeds, England",41381,306,34713,http://pbs.twimg.com/profile_images/1389355963749126151/V6r9x509_normal.jpg
6,Sat Sep 24 06:54:36 +0000 2022,1573566553055952896,Shaun,Victor Orta breaks silence on Leeds United's deadline day disappointment amid Willy Gnonto label https://t.co/UdDBQr6VYA,⚽⚽LUFC ⚽⚽ Yorkshire born and bred.           Follow for regular LUFC News updates and stories.,,1377,666,40650,http://pbs.twimg.com/profile_images/3568011486/edc81b2ff21352bd85af383aca467ade_normal.jpeg
7,Sat Sep 24 05:30:23 +0000 2022,1573545359690944512,Sgt Wilkos 1919,Victor Orta breaks silence on #Leeds United's deadline day disappointment amid Willy Gnonto label https://t.co/MrhuP4bUaW,Sgt Wilkos 1919 💙💛 All things #LUFC. Unique Leeds Utd clothing #MOT #ALAW #LeedsUnited,,1080,1561,21907,http://pbs.twimg.com/profile_images/1141440828595986435/oEv3RTfn_normal.jpg
8,Sat Sep 24 05:30:00 +0000 2022,1573545263297269760,Sunderland Echo SAFC,"𝗞𝗿𝗶𝘀𝘁𝗷𝗮𝗮𝗻 𝗦𝗽𝗲𝗮𝗸𝗺𝗮𝗻

🗣️“Our model was to design a team to play 4-3-3 that had the flexibility to play 3-4-3 and 3-5-… https://t.co/JDqwgpYmgz","The latest SAFC news, opinion, analysis from the city's newspaper, the Sunderland Echo. Follow our writers: @Phil__Smith, @Joe_Nicholson96 & @JamesCopley_.",Sunderland,16356,474,106007,http://pbs.twimg.com/profile_images/1554452040549556228/F3A3c31E_normal.jpg
9,Sat Sep 24 05:24:00 +0000 2022,1573543752991391744,Leeds United Fans,Victor Orta breaks silence on Leeds United's deadline day disappointment amid Willy Gnonto label #EveningPost… https://t.co/HE8scHeQ3U,Leeds United Football Club News & Blogs! Fan Page NOT linked to Official Club #WeAreLeeds #Leeds #LeedsUtd #LeedsLeedsLeeds #LeedsUnited #LUFC #MOT,,6219,1782,71293,http://pbs.twimg.com/profile_images/920155009752317953/6wCeYPyb_normal.jpg
10,Sat Sep 24 05:17:34 +0000 2022,1573542135462248449,Leeds News App,Victor Orta breaks silence on Leeds United's deadline day disappointment amid Willy Gnonto label: https://t.co/flP5afUpFN,"iOS: https://t.co/ITnL8VCxh1
Android: https://t.co/VfbAk8KV3k","Leeds, England",524,280,61382,http://pbs.twimg.com/profile_images/905348714755215360/UleqrlCD_normal.jpg
11,Sat Sep 24 05:08:00 +0000 2022,1573539725649944577,Leeds United News,"Orta on Gnonto and Dieng. #lufc 

https://t.co/9dtDOvouWI",Subscribe to @LeedsNews for unlimited access to all the biggest news and sports stories in Leeds with 70% fewer ads: https://t.co/ktmTJXqcLX,"Leeds, England",41381,306,34713,http://pbs.twimg.com/profile_images/1389355963749126151/V6r9x509_normal.jpg
12,Fri Sep 23 18:30:00 +0000 2022,1573379168472952833,Sunderland Echo SAFC,"🗣️Kristjaan Speakman explains Sunderland's transfer approach

#SAFC 

https://t.co/JVZeJ3eMRy","The latest SAFC news, opinion, analysis from the city's newspaper, the Sunderland Echo. Follow our writers: @Phil__Smith, @Joe_Nicholson96 & @JamesCopley_.",Sunderland,16356,474,106007,http://pbs.twimg.com/profile_images/1554452040549556228/F3A3c31E_normal.jpg
13,Fri Sep 23 12:15:00 +0000 2022,1573284795928350720,Sunderland Echo SAFC,"𝗞𝗿𝗶𝘀𝘁𝗷𝗮𝗮𝗻 𝗦𝗽𝗲𝗮𝗸𝗺𝗮𝗻

🗣️“Our model was to design a team to play 4-3-3 that had the flexibility to play 3-4-3 and 3-5-… https://t.co/aefRfColRK","The latest SAFC news, opinion, analysis from the city's newspaper, the Sunderland Echo. Follow our writers: @Phil__Smith, @Joe_Nicholson96 & @JamesCopley_.",Sunderland,16356,474,106007,http://pbs.twimg.com/profile_images/1554452040549556228/F3A3c31E_normal.jpg
14,Fri Sep 23 11:17:01 +0000 2022,1573270203252838402,Richard Mennear,"Interesting from Speakman on striker situation...

#SAFC 

https://t.co/ZAc7FZ6ikM",Assistant Editor (Sport) @sunderlandecho @HPoolMail @shieldsgazette #Safc 🔴⚪ #Pools #Nufc ⚽️ #Boro 📰 Professional plate spinner richard.mennear@jpimedia.co.uk,,7771,1858,67550,http://pbs.twimg.com/profile_images/1314681690011336705/QKTrNq17_normal.jpg
15,Fri Sep 23 10:27:34 +0000 2022,1573257759784636416,iDiski Times,"""Thank you for the great two years I spent at an amazing football Club.”

Kermit Erasmus has sent a message to Mame… https://t.co/mPcqCHqdAq",Your fastest and most reliable SA football news. Official account for iDiski Times web: https://t.co/wmqszjByel,South Africa,68573,701,14220,http://pbs.twimg.com/profile_images/1321060219582062593/9q6mwdoy_normal.jpg
16,Fri Sep 23 10:00:00 +0000 2022,1573250823286444032,Sunderland Echo SAFC,"🤔 Sunderland have been left short of striker options following injuries to Ross Stewart and Ellis Simms 

#SAFC 

https://t.co/xMwPKZcztQ","The latest SAFC news, opinion, analysis from the city's newspaper, the Sunderland Echo. Follow our writers: @Phil__Smith, @Joe_Nicholson96 & @JamesCopley_.",Sunderland,16356,474,106007,http://pbs.twimg.com/profile_images/1554452040549556228/F3A3c31E_normal.jpg
17,Fri Sep 23 09:48:52 +0000 2022,1573248020560637952,Macca,"“The question is always going to be, we can go out tomorrow and get a No 9 but if he doesn’t get in front of Leon a… https://t.co/skV2WXeXms",Sunderland AFC News And Banter Page our facebook https://t.co/5Qub80ZCAL,"Sunderland, England",10198,3567,230789,http://pbs.twimg.com/profile_images/1275436561434390528/f5CGVTgv_normal.jpg
18,Fri Sep 23 09:15:00 +0000 2022,1573239498019856384,Joe Nicholson,"🗣️ Kristjaan Speakman on Sunderland's striker options and summer recruitment plans

#SAFC 

https://t.co/NkkAZPzP0j",Football writer for @sunechosafc and @Boro_Mail ⚽,England,2288,997,8692,http://pbs.twimg.com/profile_images/1278250548534349824/P67F6xj4_normal.jpg
19,Fri Sep 23 09:12:16 +0000 2022,1573238810762424321,Sunderland Echo,"📝 Kristjaan Speakman explains Sunderland's transfer strategy

#SAFC 

https://t.co/klP5pEgMCS","News, sport & lifestyle from Sunderland, Durham & the North East. Visit our Facebook page: https://t.co/OzHY4aUJje and follow us on Instagram @SunderlandEcho.","Sunderland, UK",58518,711,125061,http://pbs.twimg.com/profile_images/1572507788277948418/fv75767n_normal.jpg
20,Fri Sep 23 09:12:13 +0000 2022,1573238797021626368,Sunderland Echo SAFC,"📝 Kristjaan Speakman explains Sunderland's transfer strategy

#SAFC 

https://t.co/xMwPKZuaSq","The latest SAFC news, opinion, analysis from the city's newspaper, the Sunderland Echo. Follow our writers: @Phil__Smith, @Joe_Nicholson96 & @JamesCopley_.",Sunderland,16356,474,106007,http://pbs.twimg.com/profile_images/1554452040549556228/F3A3c31E_normal.jpg
21,Fri Sep 23 08:54:42 +0000 2022,1573234391282814976,PSL News 🇿🇦 ⚽ ZA,"Orlando Pirates: How Erasmus will fit in Jose’s team

https://t.co/4FtcnLVfJt

#thesouthafrican #pslnews #southafrica #football #soccer","The latest news, highlights and reviews from the South African Premier Soccer League and more...  
#psl #pslnews #pslnewsza #pslhighlights #safanews 🇿🇦 ⚽",South Africa,11432,8127,76384,http://pbs.twimg.com/profile_images/582574865003122689/p-z0PnaD_normal.png
22,Fri Sep 23 08:31:24 +0000 2022,1573228527280857088,TheSouthAfrican.com,"The latest Orlando Pirates news: Friday 23 September 2022
https://t.co/rfoiMpJxmf
Orlando Pirates were busy on dead… https://t.co/b8GXS0Iqws","We are an online news publication, telling empowering stories South Africans want to hear!","London, Cape Town",39754,16929,117646,http://pbs.twimg.com/profile_images/1190197510175952896/sFSGfImh_normal.jpg
23,Fri Sep 23 08:30:18 +0000 2022,1573228251396333569,TheSouthAfrican.com,"The latest Orlando Pirates news: Friday 23 September 2022
https://t.co/sQrhYGxk6Y
Orlando Pirates were busy on dead… https://t.co/jkUfHFcRYW","We are an online news publication, telling empowering stories South Africans want to hear!","London, Cape Town",39754,16929,117646,http://pbs.twimg.com/profile_images/1190197510175952896/sFSGfImh_normal.jpg
24,Fri Sep 23 08:21:15 +0000 2022,1573225970777063425,Terry Fuck,@HrryBtlr Why's he reporting it like a football signing on deadline day,Terry Fuck,Terry Fuck,2609,911,34647,http://pbs.twimg.com/profile_images/1510311913758023683/WyRn0qGH_normal.jpg
25,Fri Sep 23 06:39:11 +0000 2022,1573200284347764736,Pᴀᴛʀɪᴄᴋ Aᴋᴜᴋᴜ,I heard a certain club in the UPL tried to sign Fahad Bayo in the last minute on transfer deadline day but failed.… https://t.co/cKxEKZsj1N,Introvert | Loner | Joker | Workaholic | Arsenal till I die | Forever Onduparaka FC fan | Lover of bang - for - the - Buck and your opinion doesn't matter😅,"Arua, Uganda",1125,798,3548,http://pbs.twimg.com/profile_images/1573398860927565831/h6aEPxUw_normal.jpg
26,Fri Sep 23 06:31:32 +0000 2022,1573198360701726727,Nodibhoza Son of Bhojwana,"Jobe usually greets Chiefs fans only, deadline day dealt with him. This morning he's greeting all football fans ☹️","God, family, country and Kaizer Chiefs. 3:39 Marathon PB. Back to back Comrades Marathon medalist 09:47:51, 11:48:18",Richards Bay,4948,1627,114544,http://pbs.twimg.com/profile_images/1441084393783586820/qg_DhWoK_normal.jpg
27,Fri Sep 23 05:51:02 +0000 2022,1573188169226395650,PSL News 🇿🇦 ⚽ ZA,"Deadline Day: Which PSL transfers went through last night?

https://t.co/YufHaW7lEm

#thesouthafrican #pslnews… https://t.co/b5vT2MUAi7","The latest news, highlights and reviews from the South African Premier Soccer League and more...  
#psl #pslnews #pslnewsza #pslhighlights #safanews 🇿🇦 ⚽",South Africa,11432,8127,76384,http://pbs.twimg.com/profile_images/582574865003122689/p-z0PnaD_normal.png
28,Fri Sep 23 05:00:07 +0000 2022,1573175353643769857,PSL News 🇿🇦 ⚽ ZA,"REPORT: Pirates snuck in second deadline day signing!

https://t.co/BGb3zZjBbA

#thesouthafrican #pslnews #southafrica #football #soccer","The latest news, highlights and reviews from the South African Premier Soccer League and more...  
#psl #pslnews #pslnewsza #pslhighlights #safanews 🇿🇦 ⚽",South Africa,11432,8127,76384,http://pbs.twimg.com/profile_images/582574865003122689/p-z0PnaD_normal.png
29,Thu Sep 22 20:59:36 +0000 2022,1573054430177550340,sportsnewz.today,Chelsea: Denis Zakaria says he nearly joined Liverpool on deadline day | Football https://t.co/g5gp8yUw8A,💯 follow back💯...follow me!!!sports newz!!! #follow #back #followback #nba #ufc #nfl #nhl #mlb #boxing #mls #premierleague #laliga #f1 #tennis,United States,275,1888,38473,http://pbs.twimg.com/profile_images/1547490042834190336/4uReOVBR_normal.jpg
30,Thu Sep 22 19:40:36 +0000 2022,1573034549323636736,Newsnoon,Metro: Denis Zakaria reveals he nearly joined Liverpool instead of Chelsea on deadline day #football… https://t.co/wAbIzSyhBL,"Official https://t.co/HZLqduEAKT account.
Keeping you informed and up to date with breaking news around the world.",,381,7,70718,http://pbs.twimg.com/profile_images/1469715745080807431/ek8yB59k_normal.jpg
